ID,xmlid,type,label,uri
1950,p1663_2,paragraph,"1663,2",https://digitalzibaldone.net/paragraph/p1663_2
1951,p1665_1,paragraph,"1665,1",https://digitalzibaldone.net/paragraph/p1665_1
1952,p1666_1,paragraph,"1666,1",https://digitalzibaldone.net/paragraph/p1666_1
1953,p1667_1,paragraph,"1667,1",https://digitalzibaldone.net/paragraph/p1667_1
1954,p1668_1,paragraph,"1668,1",https://digitalzibaldone.net/paragraph/p1668_1
1955,p1669_1,paragraph,"1669,1",https://digitalzibaldone.net/paragraph/p1669_1
1956,p1669_2,paragraph,"1669,2",https://digitalzibaldone.net/paragraph/p1669_2
1957,p1671_1,paragraph,"1671,1",https://digitalzibaldone.net/paragraph/p1671_1
1958,p1673_1,paragraph,"1673,1",https://digitalzibaldone.net/paragraph/p1673_1
1959,p1675_1,paragraph,"1675,1",https://digitalzibaldone.net/paragraph/p1675_1
1960,p1675_2,paragraph,"1675,2",https://digitalzibaldone.net/paragraph/p1675_2
1961,p1677_1,paragraph,"1677,1",https://digitalzibaldone.net/paragraph/p1677_1
1962,p1678_1,paragraph,"1678,1",https://digitalzibaldone.net/paragraph/p1678_1
1963,p1679_1,paragraph,"1679,1",https://digitalzibaldone.net/paragraph/p1679_1
1964,p1680_1,paragraph,"1680,1",https://digitalzibaldone.net/paragraph/p1680_1
1965,p1682_1,paragraph,"1682,1",https://digitalzibaldone.net/paragraph/p1682_1
1966,p1683_1,paragraph,"1683,1",https://digitalzibaldone.net/paragraph/p1683_1
1967,p1684_1,paragraph,"1684,1",https://digitalzibaldone.net/paragraph/p1684_1
1968,p1685_1,paragraph,"1685,1",https://digitalzibaldone.net/paragraph/p1685_1
1969,p1688_1,paragraph,"1688,1",https://digitalzibaldone.net/paragraph/p1688_1
1970,p1688_2,paragraph,"1688,2",https://digitalzibaldone.net/paragraph/p1688_2
1971,p1689_1,paragraph,"1689,1",https://digitalzibaldone.net/paragraph/p1689_1
1972,p1689_2,paragraph,"1689,2",https://digitalzibaldone.net/paragraph/p1689_2
1973,p1690_1,paragraph,"1690,1",https://digitalzibaldone.net/paragraph/p1690_1
1974,p1691_1,paragraph,"1691,1",https://digitalzibaldone.net/paragraph/p1691_1
1975,p1691_2,paragraph,"1691,2",https://digitalzibaldone.net/paragraph/p1691_2
1976,p1694_1,paragraph,"1694,1",https://digitalzibaldone.net/paragraph/p1694_1
1977,p1694_2,paragraph,"1694,2",https://digitalzibaldone.net/paragraph/p1694_2
1978,p1695_1,paragraph,"1695,1",https://digitalzibaldone.net/paragraph/p1695_1
1979,p1697_1,paragraph,"1697,1",https://digitalzibaldone.net/paragraph/p1697_1
1980,p1698_1,paragraph,"1698,1",https://digitalzibaldone.net/paragraph/p1698_1
1981,p1699_1,paragraph,"1699,1",https://digitalzibaldone.net/paragraph/p1699_1
1982,p1699_2,paragraph,"1699,2",https://digitalzibaldone.net/paragraph/p1699_2
1983,p1701_1,paragraph,"1701,1",https://digitalzibaldone.net/paragraph/p1701_1
1984,p1705_1,paragraph,"1705,1",https://digitalzibaldone.net/paragraph/p1705_1
1985,p1706_1,paragraph,"1706,1",https://digitalzibaldone.net/paragraph/p1706_1
1986,p1708_1,paragraph,"1708,1",https://digitalzibaldone.net/paragraph/p1708_1
1987,p1708_2,paragraph,"1708,2",https://digitalzibaldone.net/paragraph/p1708_2
1988,p1709_1,paragraph,"1709,1",https://digitalzibaldone.net/paragraph/p1709_1
1989,p1710_1,paragraph,"1710,1",https://digitalzibaldone.net/paragraph/p1710_1
1990,p1711_1,paragraph,"1711,1",https://digitalzibaldone.net/paragraph/p1711_1
1991,p1712_1,paragraph,"1712,1",https://digitalzibaldone.net/paragraph/p1712_1
1992,p1714_1,paragraph,"1714,1",https://digitalzibaldone.net/paragraph/p1714_1
1993,p1715_1,paragraph,"1715,1",https://digitalzibaldone.net/paragraph/p1715_1
1994,p1715_2,paragraph,"1715,2",https://digitalzibaldone.net/paragraph/p1715_2
1995,p1716_1,paragraph,"1716,1",https://digitalzibaldone.net/paragraph/p1716_1
1996,p1716_2,paragraph,"1716,2",https://digitalzibaldone.net/paragraph/p1716_2
1997,p1717_1,paragraph,"1717,1",https://digitalzibaldone.net/paragraph/p1717_1
1998,p1717_2,paragraph,"1717,2",https://digitalzibaldone.net/paragraph/p1717_2
1999,p1718_1,paragraph,"1718,1",https://digitalzibaldone.net/paragraph/p1718_1
2000,p1719_1,paragraph,"1719,1",https://digitalzibaldone.net/paragraph/p1719_1
2001,p1720_1,paragraph,"1720,1",https://digitalzibaldone.net/paragraph/p1720_1
2002,p1721_1,paragraph,"1721,1",https://digitalzibaldone.net/paragraph/p1721_1
2003,p1721_2,paragraph,"1721,2",https://digitalzibaldone.net/paragraph/p1721_2
2004,p1723_1,paragraph,"1723,1",https://digitalzibaldone.net/paragraph/p1723_1
2005,p1724_1,paragraph,"1724,1",https://digitalzibaldone.net/paragraph/p1724_1
2006,p1725_1,paragraph,"1725,1",https://digitalzibaldone.net/paragraph/p1725_1
2007,p1725_2,paragraph,"1725,2",https://digitalzibaldone.net/paragraph/p1725_2
2008,p1726_1,paragraph,"1726,1",https://digitalzibaldone.net/paragraph/p1726_1
2009,p1727_1,paragraph,"1727,1",https://digitalzibaldone.net/paragraph/p1727_1
2010,p1727_2,paragraph,"1727,2",https://digitalzibaldone.net/paragraph/p1727_2
2011,p1728_1,paragraph,"1728,1",https://digitalzibaldone.net/paragraph/p1728_1
2012,p1728_2,paragraph,"1728,2",https://digitalzibaldone.net/paragraph/p1728_2
2013,p1729_1,paragraph,"1729,1",https://digitalzibaldone.net/paragraph/p1729_1
2014,p1729_2,paragraph,"1729,2",https://digitalzibaldone.net/paragraph/p1729_2
2015,p1731_1,paragraph,"1731,1",https://digitalzibaldone.net/paragraph/p1731_1
2016,p1732_1,paragraph,"1732,1",https://digitalzibaldone.net/paragraph/p1732_1
2017,p1733_1,paragraph,"1733,1",https://digitalzibaldone.net/paragraph/p1733_1
2018,p1733_2,paragraph,"1733,2",https://digitalzibaldone.net/paragraph/p1733_2
2019,p1733_3,paragraph,"1733,3",https://digitalzibaldone.net/paragraph/p1733_3
2020,p1736_1,paragraph,"1736,1",https://digitalzibaldone.net/paragraph/p1736_1
2021,p1736_2,paragraph,"1736,2",https://digitalzibaldone.net/paragraph/p1736_2
2022,p1736_3,paragraph,"1736,3",https://digitalzibaldone.net/paragraph/p1736_3
2023,p1736_4,paragraph,"1736,4",https://digitalzibaldone.net/paragraph/p1736_4
2024,p1737_1,paragraph,"1737,1",https://digitalzibaldone.net/paragraph/p1737_1
2025,p1737_2,paragraph,"1737,2",https://digitalzibaldone.net/paragraph/p1737_2
2026,p1740_1,paragraph,"1740,1",https://digitalzibaldone.net/paragraph/p1740_1
2027,p1741_1,paragraph,"1741,1",https://digitalzibaldone.net/paragraph/p1741_1
2028,p1741_2,paragraph,"1741,2",https://digitalzibaldone.net/paragraph/p1741_2
2029,p1742_1,paragraph,"1742,1",https://digitalzibaldone.net/paragraph/p1742_1
2030,p1743_1,paragraph,"1743,1",https://digitalzibaldone.net/paragraph/p1743_1
2031,p1743_2,paragraph,"1743,2",https://digitalzibaldone.net/paragraph/p1743_2
2032,p1744_1,paragraph,"1744,1",https://digitalzibaldone.net/paragraph/p1744_1
2033,p1746_1,paragraph,"1746,1",https://digitalzibaldone.net/paragraph/p1746_1
2034,p1747_1,paragraph,"1747,1",https://digitalzibaldone.net/paragraph/p1747_1
2035,p1748_1,paragraph,"1748,1",https://digitalzibaldone.net/paragraph/p1748_1
2036,p1749_1,paragraph,"1749,1",https://digitalzibaldone.net/paragraph/p1749_1
2037,p1750_1,paragraph,"1750,1",https://digitalzibaldone.net/paragraph/p1750_1
2038,p1752_1,paragraph,"1752,1",https://digitalzibaldone.net/paragraph/p1752_1
2039,p1753_1,paragraph,"1753,1",https://digitalzibaldone.net/paragraph/p1753_1
2040,p1754_1,paragraph,"1754,1",https://digitalzibaldone.net/paragraph/p1754_1
2041,p1755_1,paragraph,"1755,1",https://digitalzibaldone.net/paragraph/p1755_1
2042,p1758_1,paragraph,"1758,1",https://digitalzibaldone.net/paragraph/p1758_1
2043,p1758_2,paragraph,"1758,2",https://digitalzibaldone.net/paragraph/p1758_2
2044,p1759_1,paragraph,"1759,1",https://digitalzibaldone.net/paragraph/p1759_1
2045,p1759_2,paragraph,"1759,2",https://digitalzibaldone.net/paragraph/p1759_2
2046,p1760_1,paragraph,"1760,1",https://digitalzibaldone.net/paragraph/p1760_1
2047,p1761_1,paragraph,"1761,1",https://digitalzibaldone.net/paragraph/p1761_1
2048,p1763_1,paragraph,"1763,1",https://digitalzibaldone.net/paragraph/p1763_1
2049,p1764_1,paragraph,"1764,1",https://digitalzibaldone.net/paragraph/p1764_1
2050,p1764_2,paragraph,"1764,2",https://digitalzibaldone.net/paragraph/p1764_2
2051,p1765_1,paragraph,"1765,1",https://digitalzibaldone.net/paragraph/p1765_1
2052,p1766_1,paragraph,"1766,1",https://digitalzibaldone.net/paragraph/p1766_1
2053,p1767_1,paragraph,"1767,1",https://digitalzibaldone.net/paragraph/p1767_1
2054,p1767_2,paragraph,"1767,2",https://digitalzibaldone.net/paragraph/p1767_2
2055,p1768_1,paragraph,"1768,1",https://digitalzibaldone.net/paragraph/p1768_1
2056,p1770_1,paragraph,"1770,1",https://digitalzibaldone.net/paragraph/p1770_1
2057,p1770_2,paragraph,"1770,2",https://digitalzibaldone.net/paragraph/p1770_2
2058,p1770_3,paragraph,"1770,3",https://digitalzibaldone.net/paragraph/p1770_3
2059,p1771_1,paragraph,"1771,1",https://digitalzibaldone.net/paragraph/p1771_1
2060,p1772_1,paragraph,"1772,1",https://digitalzibaldone.net/paragraph/p1772_1
2061,p1773_1,paragraph,"1773,1",https://digitalzibaldone.net/paragraph/p1773_1
2062,p1774_1,paragraph,"1774,1",https://digitalzibaldone.net/paragraph/p1774_1
2063,p1774_2,paragraph,"1774,2",https://digitalzibaldone.net/paragraph/p1774_2
2064,p1775_1,paragraph,"1775,1",https://digitalzibaldone.net/paragraph/p1775_1
2065,p1776_1,paragraph,"1776,1",https://digitalzibaldone.net/paragraph/p1776_1
2066,p1776_2,paragraph,"1776,2",https://digitalzibaldone.net/paragraph/p1776_2
2067,p1777_1,paragraph,"1777,1",https://digitalzibaldone.net/paragraph/p1777_1
2068,p1777_2,paragraph,"1777,2",https://digitalzibaldone.net/paragraph/p1777_2
2069,p1778_1,paragraph,"1778,1",https://digitalzibaldone.net/paragraph/p1778_1
2070,p1778_2,paragraph,"1778,2",https://digitalzibaldone.net/paragraph/p1778_2
2071,p1779_1,paragraph,"1779,1",https://digitalzibaldone.net/paragraph/p1779_1
2072,p1779_2,paragraph,"1779,2",https://digitalzibaldone.net/paragraph/p1779_2
2073,p1780_1,paragraph,"1780,1",https://digitalzibaldone.net/paragraph/p1780_1
2074,p1782_1,paragraph,"1782,1",https://digitalzibaldone.net/paragraph/p1782_1
2075,p1783_1,paragraph,"1783,1",https://digitalzibaldone.net/paragraph/p1783_1
2076,p1784_1,paragraph,"1784,1",https://digitalzibaldone.net/paragraph/p1784_1
2077,p1786_1,paragraph,"1786,1",https://digitalzibaldone.net/paragraph/p1786_1
2078,p1786_2,paragraph,"1786,2",https://digitalzibaldone.net/paragraph/p1786_2
2079,p1786_3,paragraph,"1786,3",https://digitalzibaldone.net/paragraph/p1786_3
2080,p1787_1,paragraph,"1787,1",https://digitalzibaldone.net/paragraph/p1787_1
2081,p1787_2,paragraph,"1787,2",https://digitalzibaldone.net/paragraph/p1787_2
2082,p1787_3,paragraph,"1787,3",https://digitalzibaldone.net/paragraph/p1787_3
2083,p1788_1,paragraph,"1788,1",https://digitalzibaldone.net/paragraph/p1788_1
2084,p1789_1,paragraph,"1789,1",https://digitalzibaldone.net/paragraph/p1789_1
2085,p1789_2,paragraph,"1789,2",https://digitalzibaldone.net/paragraph/p1789_2
2086,p1790_1,paragraph,"1790,1",https://digitalzibaldone.net/paragraph/p1790_1
2087,p1790_2,paragraph,"1790,2",https://digitalzibaldone.net/paragraph/p1790_2
2088,p1791_1,paragraph,"1791,1",https://digitalzibaldone.net/paragraph/p1791_1
2089,p1791_2,paragraph,"1791,2",https://digitalzibaldone.net/paragraph/p1791_2
2090,p1792_1,paragraph,"1792,1",https://digitalzibaldone.net/paragraph/p1792_1
2091,p1793_1,paragraph,"1793,1",https://digitalzibaldone.net/paragraph/p1793_1
2092,p1794_1,paragraph,"1794,1",https://digitalzibaldone.net/paragraph/p1794_1
2093,p1794_2,paragraph,"1794,2",https://digitalzibaldone.net/paragraph/p1794_2
2094,p1796_1,paragraph,"1796,1",https://digitalzibaldone.net/paragraph/p1796_1
2095,p1797_1,paragraph,"1797,1",https://digitalzibaldone.net/paragraph/p1797_1
2096,p1798_1,paragraph,"1798,1",https://digitalzibaldone.net/paragraph/p1798_1
2097,p1798_2,paragraph,"1798,2",https://digitalzibaldone.net/paragraph/p1798_2
2098,p1798_3,paragraph,"1798,3",https://digitalzibaldone.net/paragraph/p1798_3
2099,p1798_4,paragraph,"1798,4",https://digitalzibaldone.net/paragraph/p1798_4
2100,p1799_1,paragraph,"1799,1",https://digitalzibaldone.net/paragraph/p1799_1
2101,p1800_1,paragraph,"1800,1",https://digitalzibaldone.net/paragraph/p1800_1
2102,p1800_2,paragraph,"1800,2",https://digitalzibaldone.net/paragraph/p1800_2
2103,p1801_1,paragraph,"1801,1",https://digitalzibaldone.net/paragraph/p1801_1
2104,p1801_2,paragraph,"1801,2",https://digitalzibaldone.net/paragraph/p1801_2
2105,p1802_1,paragraph,"1802,1",https://digitalzibaldone.net/paragraph/p1802_1
2106,p1802_2,paragraph,"1802,2",https://digitalzibaldone.net/paragraph/p1802_2
2107,p1803_1,paragraph,"1803,1",https://digitalzibaldone.net/paragraph/p1803_1
2108,p1804_1,paragraph,"1804,1",https://digitalzibaldone.net/paragraph/p1804_1
2109,p1805_1,paragraph,"1805,1",https://digitalzibaldone.net/paragraph/p1805_1
2110,p1806_1,paragraph,"1806,1",https://digitalzibaldone.net/paragraph/p1806_1
2111,p1806_2,paragraph,"1806,2",https://digitalzibaldone.net/paragraph/p1806_2
2112,p1806_3,paragraph,"1806,3",https://digitalzibaldone.net/paragraph/p1806_3
2113,p1807_1,paragraph,"1807,1",https://digitalzibaldone.net/paragraph/p1807_1
2114,p1807_2,paragraph,"1807,2",https://digitalzibaldone.net/paragraph/p1807_2
2115,p1808_1,paragraph,"1808,1",https://digitalzibaldone.net/paragraph/p1808_1
2116,p1808_2,paragraph,"1808,2",https://digitalzibaldone.net/paragraph/p1808_2
2117,p1809_1,paragraph,"1809,1",https://digitalzibaldone.net/paragraph/p1809_1
2118,p1810_1,paragraph,"1810,1",https://digitalzibaldone.net/paragraph/p1810_1
2119,p1810_2,paragraph,"1810,2",https://digitalzibaldone.net/paragraph/p1810_2
2120,p1810_3,paragraph,"1810,3",https://digitalzibaldone.net/paragraph/p1810_3
2121,p1811_1,paragraph,"1811,1",https://digitalzibaldone.net/paragraph/p1811_1
2122,p1812_1,paragraph,"1812,1",https://digitalzibaldone.net/paragraph/p1812_1
2123,p1812_2,paragraph,"1812,2",https://digitalzibaldone.net/paragraph/p1812_2
2124,p1814_1,paragraph,"1814,1",https://digitalzibaldone.net/paragraph/p1814_1
2125,p1815_1,paragraph,"1815,1",https://digitalzibaldone.net/paragraph/p1815_1
2126,p1816_1,paragraph,"1816,1",https://digitalzibaldone.net/paragraph/p1816_1
2127,p1816_2,paragraph,"1816,2",https://digitalzibaldone.net/paragraph/p1816_2
2128,p1818_1,paragraph,"1818,1",https://digitalzibaldone.net/paragraph/p1818_1
2129,p1819_1,paragraph,"1819,1",https://digitalzibaldone.net/paragraph/p1819_1
2130,p1822_1,paragraph,"1822,1",https://digitalzibaldone.net/paragraph/p1822_1
2131,p1823_1,paragraph,"1823,1",https://digitalzibaldone.net/paragraph/p1823_1
2132,p1824_1,paragraph,"1824,1",https://digitalzibaldone.net/paragraph/p1824_1
2133,p1824_2,paragraph,"1824,2",https://digitalzibaldone.net/paragraph/p1824_2
2134,p1825_1,paragraph,"1825,1",https://digitalzibaldone.net/paragraph/p1825_1
2135,p1825_2,paragraph,"1825,2",https://digitalzibaldone.net/paragraph/p1825_2
2136,p1826_1,paragraph,"1826,1",https://digitalzibaldone.net/paragraph/p1826_1
2137,p1826_2,paragraph,"1826,2",https://digitalzibaldone.net/paragraph/p1826_2
2138,p1826_3,paragraph,"1826,3",https://digitalzibaldone.net/paragraph/p1826_3
2139,p1827_1,paragraph,"1827,1",https://digitalzibaldone.net/paragraph/p1827_1
2140,p1827_2,paragraph,"1827,2",https://digitalzibaldone.net/paragraph/p1827_2
2141,p1828_1,paragraph,"1828,1",https://digitalzibaldone.net/paragraph/p1828_1
2142,p1828_2,paragraph,"1828,2",https://digitalzibaldone.net/paragraph/p1828_2
2143,p1828_3,paragraph,"1828,3",https://digitalzibaldone.net/paragraph/p1828_3
2144,p1829_1,paragraph,"1829,1",https://digitalzibaldone.net/paragraph/p1829_1
2145,p1830_1,paragraph,"1830,1",https://digitalzibaldone.net/paragraph/p1830_1
2146,p1831_1,paragraph,"1831,1",https://digitalzibaldone.net/paragraph/p1831_1
2147,p1831_2,paragraph,"1831,2",https://digitalzibaldone.net/paragraph/p1831_2
2148,p1832_1,paragraph,"1832,1",https://digitalzibaldone.net/paragraph/p1832_1
2149,p1833_1,paragraph,"1833,1",https://digitalzibaldone.net/paragraph/p1833_1
2150,p1833_2,paragraph,"1833,2",https://digitalzibaldone.net/paragraph/p1833_2
2151,p1835_1,paragraph,"1835,1",https://digitalzibaldone.net/paragraph/p1835_1
2152,p1836_1,paragraph,"1836,1",https://digitalzibaldone.net/paragraph/p1836_1
2153,p1838_1,paragraph,"1838,1",https://digitalzibaldone.net/paragraph/p1838_1
2154,p1838_2,paragraph,"1838,2",https://digitalzibaldone.net/paragraph/p1838_2
2155,p1838_3,paragraph,"1838,3",https://digitalzibaldone.net/paragraph/p1838_3
2156,p1839_1,paragraph,"1839,1",https://digitalzibaldone.net/paragraph/p1839_1
2157,p1840_1,paragraph,"1840,1",https://digitalzibaldone.net/paragraph/p1840_1
2158,p1841_1,paragraph,"1841,1",https://digitalzibaldone.net/paragraph/p1841_1
2159,p1841_2,paragraph,"1841,2",https://digitalzibaldone.net/paragraph/p1841_2
2160,p1842_1,paragraph,"1842,1",https://digitalzibaldone.net/paragraph/p1842_1
2161,p1843_1,paragraph,"1843,1",https://digitalzibaldone.net/paragraph/p1843_1
2162,p1845_1,paragraph,"1845,1",https://digitalzibaldone.net/paragraph/p1845_1
2163,p1846_1,paragraph,"1846,1",https://digitalzibaldone.net/paragraph/p1846_1
2164,p1847_1,paragraph,"1847,1",https://digitalzibaldone.net/paragraph/p1847_1
2165,p1848_1,paragraph,"1848,1",https://digitalzibaldone.net/paragraph/p1848_1
2166,p1850_1,paragraph,"1850,1",https://digitalzibaldone.net/paragraph/p1850_1
2167,p1856_1,paragraph,"1856,1",https://digitalzibaldone.net/paragraph/p1856_1
2168,p1858_1,paragraph,"1858,1",https://digitalzibaldone.net/paragraph/p1858_1
2169,p1858_2,paragraph,"1858,2",https://digitalzibaldone.net/paragraph/p1858_2
2170,p1859_1,paragraph,"1859,1",https://digitalzibaldone.net/paragraph/p1859_1
2171,p1860_1,paragraph,"1860,1",https://digitalzibaldone.net/paragraph/p1860_1
2172,p1862_1,paragraph,"1862,1",https://digitalzibaldone.net/paragraph/p1862_1
2173,p1863_1,paragraph,"1863,1",https://digitalzibaldone.net/paragraph/p1863_1
2174,p1864_1,paragraph,"1864,1",https://digitalzibaldone.net/paragraph/p1864_1
2175,p1865_1,paragraph,"1865,1",https://digitalzibaldone.net/paragraph/p1865_1
2176,p1866_1,paragraph,"1866,1",https://digitalzibaldone.net/paragraph/p1866_1
2177,p1866_2,paragraph,"1866,2",https://digitalzibaldone.net/paragraph/p1866_2
2178,p1867_1,paragraph,"1867,1",https://digitalzibaldone.net/paragraph/p1867_1
2179,p1869_1,paragraph,"1869,1",https://digitalzibaldone.net/paragraph/p1869_1
2180,p1870_1,paragraph,"1870,1",https://digitalzibaldone.net/paragraph/p1870_1
2181,p1870_2,paragraph,"1870,2",https://digitalzibaldone.net/paragraph/p1870_2
2182,p1871_1,paragraph,"1871,1",https://digitalzibaldone.net/paragraph/p1871_1
2183,p1874_1,paragraph,"1874,1",https://digitalzibaldone.net/paragraph/p1874_1
2184,p1875_1,paragraph,"1875,1",https://digitalzibaldone.net/paragraph/p1875_1
2185,p1877_1,paragraph,"1877,1",https://digitalzibaldone.net/paragraph/p1877_1
2186,p1878_1,paragraph,"1878,1",https://digitalzibaldone.net/paragraph/p1878_1
2187,p1878_2,paragraph,"1878,2",https://digitalzibaldone.net/paragraph/p1878_2
2188,p1879_1,paragraph,"1879,1",https://digitalzibaldone.net/paragraph/p1879_1
2189,p1879_2,paragraph,"1879,2",https://digitalzibaldone.net/paragraph/p1879_2
2190,p1880_1,paragraph,"1880,1",https://digitalzibaldone.net/paragraph/p1880_1
2191,p1880_2,paragraph,"1880,2",https://digitalzibaldone.net/paragraph/p1880_2
2192,p1880_3,paragraph,"1880,3",https://digitalzibaldone.net/paragraph/p1880_3
2193,p1880_4,paragraph,"1880,4",https://digitalzibaldone.net/paragraph/p1880_4
2194,p1881_1,paragraph,"1881,1",https://digitalzibaldone.net/paragraph/p1881_1
2195,p1882_1,paragraph,"1882,1",https://digitalzibaldone.net/paragraph/p1882_1
2196,p1882_2,paragraph,"1882,2",https://digitalzibaldone.net/paragraph/p1882_2
2197,p1882_3,paragraph,"1882,3",https://digitalzibaldone.net/paragraph/p1882_3
2198,p1883_1,paragraph,"1883,1",https://digitalzibaldone.net/paragraph/p1883_1
2199,p1885_1,paragraph,"1885,1",https://digitalzibaldone.net/paragraph/p1885_1
2200,p1886_1,paragraph,"1886,1",https://digitalzibaldone.net/paragraph/p1886_1
2201,p1887_1,paragraph,"1887,1",https://digitalzibaldone.net/paragraph/p1887_1
2202,p1888_1,paragraph,"1888,1",https://digitalzibaldone.net/paragraph/p1888_1
2203,p1888_2,paragraph,"1888,2",https://digitalzibaldone.net/paragraph/p1888_2
2204,p1889_1,paragraph,"1889,1",https://digitalzibaldone.net/paragraph/p1889_1
2205,p1890_1,paragraph,"1890,1",https://digitalzibaldone.net/paragraph/p1890_1
2206,p1892_1,paragraph,"1892,1",https://digitalzibaldone.net/paragraph/p1892_1
2207,p1893_1,paragraph,"1893,1",https://digitalzibaldone.net/paragraph/p1893_1
2208,p1893_2,paragraph,"1893,2",https://digitalzibaldone.net/paragraph/p1893_2
2209,p1894_1,paragraph,"1894,1",https://digitalzibaldone.net/paragraph/p1894_1
2210,p1894_2,paragraph,"1894,2",https://digitalzibaldone.net/paragraph/p1894_2
2211,p1895_1,paragraph,"1895,1",https://digitalzibaldone.net/paragraph/p1895_1
2212,p1896_1,paragraph,"1896,1",https://digitalzibaldone.net/paragraph/p1896_1
2213,p1896_2,paragraph,"1896,2",https://digitalzibaldone.net/paragraph/p1896_2
2214,p1899_1,paragraph,"1899,1",https://digitalzibaldone.net/paragraph/p1899_1
2215,p1900_1,paragraph,"1900,1",https://digitalzibaldone.net/paragraph/p1900_1
2216,p1900_2,paragraph,"1900,2",https://digitalzibaldone.net/paragraph/p1900_2
2217,p1901_1,paragraph,"1901,1",https://digitalzibaldone.net/paragraph/p1901_1
2218,p1902_1,paragraph,"1902,1",https://digitalzibaldone.net/paragraph/p1902_1
2219,p1902_2,paragraph,"1902,2",https://digitalzibaldone.net/paragraph/p1902_2
2220,p1902_3,paragraph,"1902,3",https://digitalzibaldone.net/paragraph/p1902_3
2221,p1903_1,paragraph,"1903,1",https://digitalzibaldone.net/paragraph/p1903_1
2222,p1903_2,paragraph,"1903,2",https://digitalzibaldone.net/paragraph/p1903_2
2223,p1904_1,paragraph,"1904,1",https://digitalzibaldone.net/paragraph/p1904_1
2224,p1904_2,paragraph,"1904,2",https://digitalzibaldone.net/paragraph/p1904_2
2225,p1906_1,paragraph,"1906,1",https://digitalzibaldone.net/paragraph/p1906_1
2226,p1907_1,paragraph,"1907,1",https://digitalzibaldone.net/paragraph/p1907_1
2227,p1907_2,paragraph,"1907,2",https://digitalzibaldone.net/paragraph/p1907_2
2228,p1909_1,paragraph,"1909,1",https://digitalzibaldone.net/paragraph/p1909_1
2229,p1910_1,paragraph,"1910,1",https://digitalzibaldone.net/paragraph/p1910_1
2230,p1911_1,paragraph,"1911,1",https://digitalzibaldone.net/paragraph/p1911_1
2231,p1911_2,paragraph,"1911,2",https://digitalzibaldone.net/paragraph/p1911_2
2232,p1913_1,paragraph,"1913,1",https://digitalzibaldone.net/paragraph/p1913_1
2233,p1913_2,paragraph,"1913,2",https://digitalzibaldone.net/paragraph/p1913_2
2234,p1914_1,paragraph,"1914,1",https://digitalzibaldone.net/paragraph/p1914_1
2235,p1915_1,paragraph,"1915,1",https://digitalzibaldone.net/paragraph/p1915_1
2236,p1916_1,paragraph,"1916,1",https://digitalzibaldone.net/paragraph/p1916_1
2237,p1917_1,paragraph,"1917,1",https://digitalzibaldone.net/paragraph/p1917_1
2238,p1917_2,paragraph,"1917,2",https://digitalzibaldone.net/paragraph/p1917_2
2239,p1918_1,paragraph,"1918,1",https://digitalzibaldone.net/paragraph/p1918_1
2240,p1919_1,paragraph,"1919,1",https://digitalzibaldone.net/paragraph/p1919_1
2241,p1920_1,paragraph,"1920,1",https://digitalzibaldone.net/paragraph/p1920_1
2242,p1921_1,paragraph,"1921,1",https://digitalzibaldone.net/paragraph/p1921_1
2243,p1921_2,paragraph,"1921,2",https://digitalzibaldone.net/paragraph/p1921_2
2244,p1921_3,paragraph,"1921,3",https://digitalzibaldone.net/paragraph/p1921_3
2245,p1922_1,paragraph,"1922,1",https://digitalzibaldone.net/paragraph/p1922_1
2246,p1923_1,paragraph,"1923,1",https://digitalzibaldone.net/paragraph/p1923_1
2247,p1925_1,paragraph,"1925,1",https://digitalzibaldone.net/paragraph/p1925_1
2248,p1925_2,paragraph,"1925,2",https://digitalzibaldone.net/paragraph/p1925_2
2249,p1926_1,paragraph,"1926,1",https://digitalzibaldone.net/paragraph/p1926_1
2250,p1926_2,paragraph,"1926,2",https://digitalzibaldone.net/paragraph/p1926_2
2251,p1927_1,paragraph,"1927,1",https://digitalzibaldone.net/paragraph/p1927_1
2252,p1927_2,paragraph,"1927,2",https://digitalzibaldone.net/paragraph/p1927_2
2253,p1930_1,paragraph,"1930,1",https://digitalzibaldone.net/paragraph/p1930_1
2254,p1930_2,paragraph,"1930,2",https://digitalzibaldone.net/paragraph/p1930_2
2255,p1931_1,paragraph,"1931,1",https://digitalzibaldone.net/paragraph/p1931_1
2256,p1932_1,paragraph,"1932,1",https://digitalzibaldone.net/paragraph/p1932_1
2257,p1932_2,paragraph,"1932,2",https://digitalzibaldone.net/paragraph/p1932_2
2258,p1934_1,paragraph,"1934,1",https://digitalzibaldone.net/paragraph/p1934_1
2259,p1935_1,paragraph,"1935,1",https://digitalzibaldone.net/paragraph/p1935_1
2260,p1936_1,paragraph,"1936,1",https://digitalzibaldone.net/paragraph/p1936_1
2261,p1937_1,paragraph,"1937,1",https://digitalzibaldone.net/paragraph/p1937_1
2262,p1938_1,paragraph,"1938,1",https://digitalzibaldone.net/paragraph/p1938_1
2263,p1939_1,paragraph,"1939,1",https://digitalzibaldone.net/paragraph/p1939_1
2264,p1940_1,paragraph,"1940,1",https://digitalzibaldone.net/paragraph/p1940_1
2265,p1940_2,paragraph,"1940,2",https://digitalzibaldone.net/paragraph/p1940_2
2266,p1942_1,paragraph,"1942,1",https://digitalzibaldone.net/paragraph/p1942_1
