ID,xmlid,type,label,uri
6267,p4523_2,paragraph,"4523,2",https://digitalzibaldone.net/paragraph/p4523_2
6268,p4523_3,paragraph,"4523,3",https://digitalzibaldone.net/paragraph/p4523_3
6269,p4523_4,paragraph,"4523,4",https://digitalzibaldone.net/paragraph/p4523_4
6270,p4523_5,paragraph,"4523,5",https://digitalzibaldone.net/paragraph/p4523_5
6271,p4523_6,paragraph,"4523,6",https://digitalzibaldone.net/paragraph/p4523_6
6272,p4523_7,paragraph,"4523,7",https://digitalzibaldone.net/paragraph/p4523_7
6273,p4523_8,paragraph,"4523,8",https://digitalzibaldone.net/paragraph/p4523_8
6274,p4524_1,paragraph,"4524,1",https://digitalzibaldone.net/paragraph/p4524_1
6275,p4524_2,paragraph,"4524,2",https://digitalzibaldone.net/paragraph/p4524_2
6276,p4524_3,paragraph,"4524,3",https://digitalzibaldone.net/paragraph/p4524_3
6277,p4524_4,paragraph,"4524,4",https://digitalzibaldone.net/paragraph/p4524_4
6278,p4524_5,paragraph,"4524,5",https://digitalzibaldone.net/paragraph/p4524_5
6279,p4524_6,paragraph,"4524,6",https://digitalzibaldone.net/paragraph/p4524_6
6280,p4524_7,paragraph,"4524,7",https://digitalzibaldone.net/paragraph/p4524_7
6281,p4524_8,paragraph,"4524,8",https://digitalzibaldone.net/paragraph/p4524_8
6282,p4524_9,paragraph,"4524,9",https://digitalzibaldone.net/paragraph/p4524_9
6283,p4524_10,paragraph,"4524,10",https://digitalzibaldone.net/paragraph/p4524_10
6284,p4524_11,paragraph,"4524,11",https://digitalzibaldone.net/paragraph/p4524_11
6285,p4525_1,paragraph,"4525,1",https://digitalzibaldone.net/paragraph/p4525_1
6286,p4525_2,paragraph,"4525,2",https://digitalzibaldone.net/paragraph/p4525_2
6287,p4525_3,paragraph,"4525,3",https://digitalzibaldone.net/paragraph/p4525_3
6288,p4525_4,paragraph,"4525,4",https://digitalzibaldone.net/paragraph/p4525_4
6289,p4525_5,paragraph,"4525,5",https://digitalzibaldone.net/paragraph/p4525_5
6290,p4525_6,paragraph,"4525,6",https://digitalzibaldone.net/paragraph/p4525_6
6291,p4525_7,paragraph,"4525,7",https://digitalzibaldone.net/paragraph/p4525_7
6292,pnr1001,theme,Della natura degli uomini e delle cose.,https://digitalzibaldone.net/theme/pnr1001
6293,pnr1002,theme,Lingue.,https://digitalzibaldone.net/theme/pnr1002
6294,pnr1003,theme,Manuale di filosofia pratica.,https://digitalzibaldone.net/theme/pnr1003
6295,pnr1004,theme,Memorie della mia vita.,https://digitalzibaldone.net/theme/pnr1004
6296,pnr1005,theme,"Teorica delle arti, lettere ec. Parte speculativa.",https://digitalzibaldone.net/theme/pnr1005
6297,pnr1006,theme,"Teorica delle arti, lettere ec. Parte pratica, storica ec.",https://digitalzibaldone.net/theme/pnr1006
6298,pnr1007,theme,"Trattato delle passioni, qualità umane ec.",https://digitalzibaldone.net/theme/pnr1007
6299,pnr1008,theme,Volgare latino.,https://digitalzibaldone.net/theme/pnr1008
6300,ind0,theme,"Abito di attività materiale del corpo si comunica     all'animo: e così di altri abiti materiali.",https://digitalzibaldone.net/theme/ind0
6301,ind1,theme,Accademie letterarie.,https://digitalzibaldone.net/theme/ind1
6302,ind2,theme,Adulatori ed amici dei tiranni.,https://digitalzibaldone.net/theme/ind2
6303,ind3,theme,Affettazione.,https://digitalzibaldone.net/theme/ind3
6304,ind4,theme,Aggettivi per avverbi.,https://digitalzibaldone.net/theme/ind4
6305,ind5,theme,Agricoltura.,https://digitalzibaldone.net/theme/ind5
6306,ind6,theme,Albini.,https://digitalzibaldone.net/theme/ind6
6307,ind7,theme,Alfabeto.,https://digitalzibaldone.net/theme/ind7
6308,ind8,theme,Alfabeti vari in natura.,https://digitalzibaldone.net/theme/ind8
6309,ind9,theme,Alfieri.,https://digitalzibaldone.net/theme/ind9
6310,ind10,theme,"Allegrezza e Tristezza. Atti diversi che esse producono.",https://digitalzibaldone.net/theme/ind10
6311,ind11,theme,Allegria.,https://digitalzibaldone.net/theme/ind11
6312,ind12,theme,"  nella Musica.",https://digitalzibaldone.net/theme/ind12
6313,ind13,theme,"Altezza, piacevole.",https://digitalzibaldone.net/theme/ind13
6314,ind14,theme,"  ἄλλος ec. ridondante, o con senso di  di  ec. in italiano, in greco ec.",https://digitalzibaldone.net/theme/ind14
6315,ind15,theme,Amicizia.,https://digitalzibaldone.net/theme/ind15
6316,ind15_1,theme,"Del conservar le amicizie: facilità, voglia e piacere che molti hanno di romperle.",https://digitalzibaldone.net/theme/ind15_1
6317,ind16,theme,Amore.,https://digitalzibaldone.net/theme/ind16
6318,ind16_1,theme,"Uno straniero o straniera, in parità di circostanze, è più amabile che un nazionale o un cittadino ec.: e perchè.",https://digitalzibaldone.net/theme/ind16_1
6319,ind17,theme,Amore verso gli animali.,https://digitalzibaldone.net/theme/ind17
6320,ind18,theme,Amore di corpo.,https://digitalzibaldone.net/theme/ind18
6321,ind19,theme,"Amore di municipio, di provincia ec.",https://digitalzibaldone.net/theme/ind19
6322,ind20,theme,Amore di parte.,https://digitalzibaldone.net/theme/ind20
6323,ind21,theme,Amor patrio.,https://digitalzibaldone.net/theme/ind21
6324,ind22,theme,Amor proprio.,https://digitalzibaldone.net/theme/ind22
6325,ind23,theme,Amore dei propri simili.,https://digitalzibaldone.net/theme/ind23
6326,ind24,theme,"Amore della vita, Sua definizione metafisica ec.",https://digitalzibaldone.net/theme/ind24
6327,ind25,theme,Amore universale.,https://digitalzibaldone.net/theme/ind25
6328,ind26,theme,"     ",https://digitalzibaldone.net/theme/ind26
6329,ind27,theme,Angeli.,https://digitalzibaldone.net/theme/ind27
6330,ind28,theme,"Animali. Usano l'intiero delle loro forze: non così l'uomo.",https://digitalzibaldone.net/theme/ind28
6331,ind28_1,theme,"Applicazione di questa osservazione ai pazzi, agli ubbriachi, ai disperati. Quanto di forza fisica tolgano all'uomo i progressi del suo spirito: quanti animali che si credono di forze fisiche superiori all'uomo, non lo sieno in fatto: ec. ec.",https://digitalzibaldone.net/theme/ind28_1
6332,ind29,theme,"Animali, diversi di carattere, secondo i climi, come gli uomini.",https://digitalzibaldone.net/theme/ind29
6333,ind29_1,theme," forse da civilizzarsi un giorno.",https://digitalzibaldone.net/theme/ind29_1
6334,ind29_2,theme," Amano i colori vivi.",https://digitalzibaldone.net/theme/ind29_2
6335,ind29_3,theme,"Abilità degli animali ad assuefarsi a cose non naturali ec.",https://digitalzibaldone.net/theme/ind29_3
6336,ind30,theme,"Animali per la più parte, Femmine, Meridionali, sono più felici dell'uomo, de' maschi, de' settentrionali; perchè di vita più breve, sviluppo più rapido, vita più viva.",https://digitalzibaldone.net/theme/ind30
6337,ind30_1,theme,Società degli animali.,https://digitalzibaldone.net/theme/ind30_1
6338,ind31,theme,Anime umane credute di origine divina.,https://digitalzibaldone.net/theme/ind31
6339,ind32,theme,Anniversarii.,https://digitalzibaldone.net/theme/ind32
6340,ind33,theme,Antichi.,https://digitalzibaldone.net/theme/ind33
6341,ind33_1,theme,"Ci resta ancor molto a ricuperare della civiltà antica, massime quanto al fisico; e il progresso della moderna civiltà è ancora, in gran parte, un risorgimento.",https://digitalzibaldone.net/theme/ind33_1
6342,ind33_2,theme,"Gli antichi facevano ogni cosa per l'eternità, i moderni pel momento. Applicazione di questo pensiero all'architettura, letteratura ec. Osservazioni notabili.",https://digitalzibaldone.net/theme/ind33_2
6343,ind33_3,theme,"Umanità degli antichi, superiore alla moderna.",https://digitalzibaldone.net/theme/ind33_3
6344,ind34,theme,"Antichi, poco esatti nelle descrizioni delle passioni e de' caratteri: e perchè.",https://digitalzibaldone.net/theme/ind34
6345,ind34_1,theme," In metafisica e in morale han conosciuto e detto tutto.",https://digitalzibaldone.net/theme/ind34_1
6346,ind34_2,theme," anzi sapeano in queste cose  più de' moderni: e perchè.",https://digitalzibaldone.net/theme/ind34_2
6347,ind35,theme,"Antichità. Non ne conosciamo che l'ultima epoca, Greci e Romani.",https://digitalzibaldone.net/theme/ind35
6348,ind36,theme,"Antichità, piacevole.",https://digitalzibaldone.net/theme/ind36
6349,ind37,theme,Antropofagia.,https://digitalzibaldone.net/theme/ind37
6350,ind38,theme,Apologhi.,https://digitalzibaldone.net/theme/ind38
6351,ind39,theme,Apologisti della religione.,https://digitalzibaldone.net/theme/ind39
6352,ind40,theme,Apoteosi.,https://digitalzibaldone.net/theme/ind40
6353,ind41,theme,Arcaismi. Scrivere all'antica.,https://digitalzibaldone.net/theme/ind41
6354,ind42,theme," 
    ",https://digitalzibaldone.net/theme/ind42
6355,ind43,theme,Aristocrazia. Oligarchia.,https://digitalzibaldone.net/theme/ind43
6356,ind44,theme,"  Loro stile.",https://digitalzibaldone.net/theme/ind44
6357,ind45,theme,Armi da fuoco.,https://digitalzibaldone.net/theme/ind45
6358,ind46,theme,"Armonia, grazia ec. delle parole, delle pronunzie, de' versi ec.",https://digitalzibaldone.net/theme/ind46
6359,ind47,theme,Armonie della Natura.,https://digitalzibaldone.net/theme/ind47
6360,ind48,theme,"Arpie, ἅρπυιαι, in , ec.",https://digitalzibaldone.net/theme/ind48
6361,ind49,theme,.,https://digitalzibaldone.net/theme/ind49
6362,ind50,theme,"Arte. Arti e mestieri meccanici, βαναυσοί , nocevoli alla salute, come riguardati dagli antichi, e come da' moderni.",https://digitalzibaldone.net/theme/ind50
6363,ind50_1,theme,"Assurdità delle arti e scienze inventate per superare gli uomini; come scherma, tattica ec.",https://digitalzibaldone.net/theme/ind50_1
6364,ind50_2,theme,"V'è meno arte e politica nella condotta degli uomini, e più di sincerità che non si crede.",https://digitalzibaldone.net/theme/ind50_2
6365,ind51,theme,"Arte del comporre, presso gli antichi e presso i moderni.",https://digitalzibaldone.net/theme/ind51
6366,ind51_1,theme," Segno di possederla, lo stimarla difficile; e viceversa: e così di tutte le arti.",https://digitalzibaldone.net/theme/ind51_1
6367,ind52,theme,Arte della memoria.,https://digitalzibaldone.net/theme/ind52
6368,ind53,theme,Arte di essere infelice.,https://digitalzibaldone.net/theme/ind53
6369,ind54,theme,"Arte e Natura. Loro forza e valore in letteratura, in galanteria ec. ec. paragonato.",https://digitalzibaldone.net/theme/ind54
6370,ind54_1,theme,"Ogni altro pregio dello stile si potrà aver dalla natura; la chiarezza e la naturalezza dalla sola arte.",https://digitalzibaldone.net/theme/ind54_1
6371,ind55,theme,"Artifizio della Natura nell'universo, se sia veramente ammirabile.",https://digitalzibaldone.net/theme/ind55
6372,ind56,theme,". Popolazione o incivilimento d'Europa venuto dall'Asia. Tradizione antica in questo proposito.",https://digitalzibaldone.net/theme/ind56
6373,ind57,theme,"  preso dal ",https://digitalzibaldone.net/theme/ind57
6374,ind57_1,theme,"  per ",https://digitalzibaldone.net/theme/ind57_1
6375,ind58,theme,"Assuefazione. Assuefattibilità e conformabilità dell'uomo. Attenzione. Imparare. Ingegno. Disposizioni naturali. Facoltà umane.",https://digitalzibaldone.net/theme/ind58
6376,ind59,theme,Attenzione.,https://digitalzibaldone.net/theme/ind59
6377,ind60,theme,.,https://digitalzibaldone.net/theme/ind60
6378,ind61,theme,". Storia della     , e simili. Sue parallele presso gli antichi.",https://digitalzibaldone.net/theme/ind61
6379,ind62,theme,Barbarie.,https://digitalzibaldone.net/theme/ind62
6380,ind63,theme,"Barbarie, suppone un principio di civiltà: i selvaggi non sono barbari che per civiltà incoata.",https://digitalzibaldone.net/theme/ind63
6381,ind64,theme,"Barbarie estrema de' selvaggi sociali: la civiltà rende l'uomo più naturale: le società primitive sono le più lontane da natura; come lo stile di un fanciullo o di un principiante è il meno naturale. Antropofagia.",https://digitalzibaldone.net/theme/ind64
6382,ind65,theme,Barbarie nelle lingue.,https://digitalzibaldone.net/theme/ind65
6383,ind66,theme,Barbarie nella civiltà.,https://digitalzibaldone.net/theme/ind66
6384,ind67,theme,Barbarismi.,https://digitalzibaldone.net/theme/ind67
6385,ind68,theme,Bardi.,https://digitalzibaldone.net/theme/ind68
6386,ind69,theme,.,https://digitalzibaldone.net/theme/ind69
6387,ind70,theme,Bellezza definita da  e da .,https://digitalzibaldone.net/theme/ind70
6388,ind71,theme,"Bellezza pura, poco amabile.",https://digitalzibaldone.net/theme/ind71
6389,ind72,theme,"Bellezza, segno di bontà.",https://digitalzibaldone.net/theme/ind72
6390,ind73,theme,"Bellezza delle donne, sempre in controversia.",https://digitalzibaldone.net/theme/ind73
6391,ind74,theme, e .,https://digitalzibaldone.net/theme/ind74
6392,ind75,theme,Bene inaspettato.,https://digitalzibaldone.net/theme/ind75
6393,ind76,theme,Beneficenza. Interesse per altrui.,https://digitalzibaldone.net/theme/ind76
6394,ind77,theme,Bibbia. Poesia biblica.,https://digitalzibaldone.net/theme/ind77
6395,ind78,theme,Bisogni dell'uomo nella vita civile.,https://digitalzibaldone.net/theme/ind78
6396,ind79,theme,.,https://digitalzibaldone.net/theme/ind79
6397,ind80,theme,"Bontà, quanto stimata dagli antichi e da' moderni, provato co' nomi εὐήθεια,  ec. ec.",https://digitalzibaldone.net/theme/ind80
6398,ind81,theme,.,https://digitalzibaldone.net/theme/ind81
6399,ind82,theme,Brevetti o Patenti d'invenzione presso gli antichi.,https://digitalzibaldone.net/theme/ind82
6400,ind83,theme,"Brevità nelle occupazioni, piaceri, scritti ec., perchè piacevole.",https://digitalzibaldone.net/theme/ind83
6401,ind84,theme,"Brevità nella lingua, scrittura ec.",https://digitalzibaldone.net/theme/ind84
6402,ind85,theme,"Burchiellesco (genere), Frottole, ec., usate anche dai Greci.",https://digitalzibaldone.net/theme/ind85
6403,ind86,theme,.,https://digitalzibaldone.net/theme/ind86
6404,ind87,theme,Caccia.,https://digitalzibaldone.net/theme/ind87
6405,ind88,theme,Canto e Suono.,https://digitalzibaldone.net/theme/ind88
6406,ind89,theme,Canto fermo.,https://digitalzibaldone.net/theme/ind89
6407,ind90,theme,"Capelli. Varietà de' gusti ec. circa la loro acconciatura ec.",https://digitalzibaldone.net/theme/ind90
6408,ind91,theme,"Carattere morale degli uomini, come rappresentato da altrui.",https://digitalzibaldone.net/theme/ind91
6409,ind92,theme,"Carattere degli uomini, vario secondo le arie, il paese ec., oltre il clima: e così l'ingegno.",https://digitalzibaldone.net/theme/ind92
6410,ind93,theme,"Carattere di giovani, vigorosi ec. amanti della guerra più che della pace nella società, e di aver nemici più che amici; del resto buoni ec.",https://digitalzibaldone.net/theme/ind93
6411,ind94,theme,"Carattere de' guardiani di bufale, e di quei di cavalli, nella .",https://digitalzibaldone.net/theme/ind94
6412,ind95,theme,"Caratteri straordinari, senza essere straordinariamente nè grandi nè piccoli.",https://digitalzibaldone.net/theme/ind95
6413,ind96,theme,"Caratteri vari di un medesimo individuo in diversi tempi ed età.",https://digitalzibaldone.net/theme/ind96
6414,ind97,theme,Caratteri meridionali e settentrionali.,https://digitalzibaldone.net/theme/ind97
6415,ind98,theme,.,https://digitalzibaldone.net/theme/ind98
6416,ind99,theme,". Sua lirica.",https://digitalzibaldone.net/theme/ind99
6417,ind100,theme,Casalinga (vita).,https://digitalzibaldone.net/theme/ind100
6418,ind101,theme,"Caso. Scoperte, civilizzazione ec. dovute al caso.",https://digitalzibaldone.net/theme/ind101
6419,ind102,theme,Caste. Divisione in Caste.,https://digitalzibaldone.net/theme/ind102
6420,ind103,theme,"Cavalleresche (idee, spirito, favole ec.).",https://digitalzibaldone.net/theme/ind103
6421,ind103_1,theme,"La galanteria verso le donne non è dovuta alla Cavalleria nè a' popoli del nord.",https://digitalzibaldone.net/theme/ind103_1
6422,ind104,theme,", e il suo libro     ",https://digitalzibaldone.net/theme/ind104
6423,ind105,theme,Celtica (lingua ec.).,https://digitalzibaldone.net/theme/ind105
6424,ind106,theme,"Cerimonie. Gl'Italiani, derisi per l'uso delle cerimonie, non ne hanno però una, parimenti ridicola, usata da' Francesi.",https://digitalzibaldone.net/theme/ind106
6425,ind107,theme,.,https://digitalzibaldone.net/theme/ind107
6426,ind108,theme, e .,https://digitalzibaldone.net/theme/ind108
6427,ind109,theme,". Assai perito della lingua e delle cose italiane. Suoi giudizi intorno ad esse, intorno al , ec.",https://digitalzibaldone.net/theme/ind109
6428,ind110,theme,Chiabrera.,https://digitalzibaldone.net/theme/ind110
6429,ind111,theme,"Chiarezza del dire. Non deriva sempre, nè principalmente, dall'avere idee chiare.",https://digitalzibaldone.net/theme/ind111
6430,ind112,theme,"Chiarezza e facilità mirabile e straordinaria d'Isocrate.",https://digitalzibaldone.net/theme/ind112
6431,ind113,theme, Chiarezza.,https://digitalzibaldone.net/theme/ind113
6432,ind114,theme,"Chinesi, loro lingua, costumi, musica, letteratura ec. ec.",https://digitalzibaldone.net/theme/ind114
6433,ind115,theme,"Cicale, grilli ec. (canto delle).",https://digitalzibaldone.net/theme/ind115
6434,ind116,theme,.,https://digitalzibaldone.net/theme/ind116
6435,ind117,theme,Cifre numeriche.,https://digitalzibaldone.net/theme/ind117
6436,ind118,theme,"Cinquecentisti. Trecentisti, ec.",https://digitalzibaldone.net/theme/ind118
6437,ind119,theme,Circollocuzioni.,https://digitalzibaldone.net/theme/ind119
6438,ind120,theme,"Città, da chi fondate prima, secondo la Scrittura.",https://digitalzibaldone.net/theme/ind120
6439,ind120_1,theme,πόλις detto di paesi;  di città. Ragione di questa significazione.,https://digitalzibaldone.net/theme/ind120_1
6440,ind121,theme,Città fuor di mano.,https://digitalzibaldone.net/theme/ind121
6441,ind122,theme,Città piccole e Città grandi.,https://digitalzibaldone.net/theme/ind122
6442,ind123,theme,Civiltà. Incivilimento.,https://digitalzibaldone.net/theme/ind123
6443,ind124,theme,"Civiltà, quanto faccia gli uomini diversi e superiori ai selvaggi.",https://digitalzibaldone.net/theme/ind124
6444,ind125,theme,"Civiltà e perfezionamento, non fa che sempre moltiplicare i bisogni e i patimenti, e poi trovarvi i rimedii.",https://digitalzibaldone.net/theme/ind125
6445,ind126,theme,Civiltà va dal sud al nord.,https://digitalzibaldone.net/theme/ind126
6446,ind126_1,theme,mezza civiltà.,https://digitalzibaldone.net/theme/ind126_1
6447,ind126_2,theme,"Congetture sopra una futura civilizzazione de' bruti.",https://digitalzibaldone.net/theme/ind126_2
6448,ind127,theme,"Civiltà antica, greca e latina, non è identica colla moderna, ma una tutt'altra.",https://digitalzibaldone.net/theme/ind127
6449,ind128,theme,"Civiltà europea, poteva esser tutt'altra da quella che è e fu, siccome è tutt'altra la civiltà chinese ec.",https://digitalzibaldone.net/theme/ind128
6450,ind129,theme," 
    ",https://digitalzibaldone.net/theme/ind129
6451,ind130,theme,Codice di .,https://digitalzibaldone.net/theme/ind130
6452,ind131,theme,"Cognizioni umane, non possono esser certe.",https://digitalzibaldone.net/theme/ind131
6453,ind132,theme,Comessazioni degli antichi e degl'Inglesi.,https://digitalzibaldone.net/theme/ind132
6454,ind133,theme,"Comete, perchè temute.",https://digitalzibaldone.net/theme/ind133
6455,ind134,theme,Comici antichi e Comici moderni.,https://digitalzibaldone.net/theme/ind134
6456,ind134_1,theme,"Per esser buon Comico o Satirico, bisogna essere, o essere stato, degno di Commedia e di Satira.",https://digitalzibaldone.net/theme/ind134_1
6457,ind135,theme,Commedia.,https://digitalzibaldone.net/theme/ind135
6458,ind136,theme,Commedia greca.,https://digitalzibaldone.net/theme/ind136
6459,ind137,theme,Comodità corporali.,https://digitalzibaldone.net/theme/ind137
6460,ind138,theme,Compassione.,https://digitalzibaldone.net/theme/ind138
6461,ind139,theme,"Compassione, Beneficenza, Sacrifizi di se, Interesse per altrui, ec. propri de' giovani, de' vigorosi, de' sani, de' fortunati, degli allegri, de' coraggiosi ec.; ancorché iracondi, vendicativi ec. Insensibilità, Egoismo ec. proprio de' vecchi, malati, deboli, sventurati, timidi, tristi ec.; ancorché mansueti ec.",https://digitalzibaldone.net/theme/ind139
6462,ind140,theme,Compassione verso le bestie.,https://digitalzibaldone.net/theme/ind140
6463,ind141,theme,Compassione verso i morti.,https://digitalzibaldone.net/theme/ind141
6464,ind142,theme,Composti. Voci composte.,https://digitalzibaldone.net/theme/ind142
6465,ind143,theme,"Comunicare altrui i piaceri e i dispiaceri propri (inclinazione dell'uomo a).",https://digitalzibaldone.net/theme/ind143
6466,ind144,theme,Comunicativa.,https://digitalzibaldone.net/theme/ind144
6467,ind145,theme,"Condotta degli uomini individui, contraddittoria e non conseguente.",https://digitalzibaldone.net/theme/ind145
6468,ind145_1,theme," irragionevole le più volte, e malcalcolata. Mal si appone chi crede indovinare le risoluzioni altrui dall'utilità.",https://digitalzibaldone.net/theme/ind145_1
6469,ind146,theme,Concorso delle vocali.,https://digitalzibaldone.net/theme/ind146
6470,ind147,theme,Confidenza e Diffidenza di se stesso.,https://digitalzibaldone.net/theme/ind147
6471,ind148,theme,Conquista del Messico.,https://digitalzibaldone.net/theme/ind148
6472,ind149,theme,"Consenso delle genti ec. non prova nulla in favore di una proposizione.",https://digitalzibaldone.net/theme/ind149
6473,ind150,theme,Consolazione.,https://digitalzibaldone.net/theme/ind150
6474,ind150_1,theme,Arte di consolarsi.,https://digitalzibaldone.net/theme/ind150_1
6475,ind151,theme,Consolazioni degli antichi.,https://digitalzibaldone.net/theme/ind151
6476,ind152,theme,Continuativi latini.,https://digitalzibaldone.net/theme/ind152
6477,ind152_1,theme,"Verbi continuativi latini non formati da supini.",https://digitalzibaldone.net/theme/ind152_1
6478,ind153,theme,Continuazioni o Imitazioni di opere classiche.,https://digitalzibaldone.net/theme/ind153
6479,ind154,theme,"Contraddizioni e mostruosità evidenti e orribili nel sistema della Natura e della esistenza.",https://digitalzibaldone.net/theme/ind154
6480,ind154_1,theme,Contraddizioni ridicole in esso sistema .,https://digitalzibaldone.net/theme/ind154_1
6481,ind155,theme,"Contraddizioni necessarie e inevitabili nel sistema della vita civilizzata.",https://digitalzibaldone.net/theme/ind155
6482,ind156,theme,"Contrasto. Tutto è animato dal contrasto, e langue senza esso. Anche la virtù dal contrasto del vizio.",https://digitalzibaldone.net/theme/ind156
6483,ind157,theme,"Conversazione alla francese. Non si può fare in buono italiano.",https://digitalzibaldone.net/theme/ind157
6484,ind157_1,theme,"Nella conversazione, meglio è lasciar gli altri scontenti di se, che contenti.",https://digitalzibaldone.net/theme/ind157_1
6485,ind157_2,theme,"Uomini atti, ed uomini male atti alla conversazione.",https://digitalzibaldone.net/theme/ind157_2
6486,ind157_3,theme,"Conversazione d', di città piccole ec.",https://digitalzibaldone.net/theme/ind157_3
6487,ind157_4,theme,Conversazione ne' vari climi.,https://digitalzibaldone.net/theme/ind157_4
6488,ind158,theme," (Sistema di).",https://digitalzibaldone.net/theme/ind158
6489,ind159,theme,Coraggio.,https://digitalzibaldone.net/theme/ind159
6490,ind160,theme,Coro ne' drammi.,https://digitalzibaldone.net/theme/ind160
6491,ind161,theme,Corporature di parecchi popoli antichi.,https://digitalzibaldone.net/theme/ind161
6492,ind162,theme,"Corruzione e decadenza dell'uomo, cagionata dal sapere, è riconosciuta dagli antichissimi.",https://digitalzibaldone.net/theme/ind162
6493,ind163,theme,"  οὕτως ec. ridondante.",https://digitalzibaldone.net/theme/ind163
6494,ind164,theme,Costituzioni. Monarchia costitutiva.,https://digitalzibaldone.net/theme/ind164
6495,ind165,theme,"Costumi antichi conformi a costumi moderni. Antichità di costumi ec. creduti moderni.",https://digitalzibaldone.net/theme/ind165
6496,ind166,theme,"Costumi ec. conformi, di popoli che niuna relazione conosciuta ebbero insieme.",https://digitalzibaldone.net/theme/ind166
6497,ind167,theme,"Cristianesimo, ha peggiorato i costumi.",https://digitalzibaldone.net/theme/ind167
6498,ind167_1,theme," Insegna la nullità della vita e delle cose umane, a differenza delle religioni antiche.",https://digitalzibaldone.net/theme/ind167_1
6499,ind167_2,theme," Ha prodotto l'ateismo.",https://digitalzibaldone.net/theme/ind167_2
6500,ind167_3,theme," Come stabilito: suo carattere, suoi effetti ec. ec.",https://digitalzibaldone.net/theme/ind167_3
6501,ind167_4,theme," Conviene in molte cose col mio sistema sulla Natura.",https://digitalzibaldone.net/theme/ind167_4
6502,ind168,theme,Culto.,https://digitalzibaldone.net/theme/ind168
6503,ind169,theme,Curiosità.,https://digitalzibaldone.net/theme/ind169
6504,ind170,theme,.,https://digitalzibaldone.net/theme/ind170
6505,ind170_1,theme,". Benefizio da lui fatto     all' e allo spirito umano coll'applicare il volgare alla letteratura.",https://digitalzibaldone.net/theme/ind170_1
6506,ind171,theme,"Debolezza, amabile.",https://digitalzibaldone.net/theme/ind171
6507,ind172,theme,"Debolezza corporale, prodotta dall'incivilimento ec.",https://digitalzibaldone.net/theme/ind172
6508,ind173,theme,Delicatezza delle forme.,https://digitalzibaldone.net/theme/ind173
6509,ind174,theme,", e il suo libretto ",https://digitalzibaldone.net/theme/ind174
6510,ind175,theme,"Démoni, Angeli, Anime umane di origine divina, Semidei, Apoteosi ec.",https://digitalzibaldone.net/theme/ind175
6511,ind176,theme,Desiderio.,https://digitalzibaldone.net/theme/ind176
6512,ind176_1,theme,L'uomo desidera sempre ch'ei pensa.,https://digitalzibaldone.net/theme/ind176_1
6513,ind177,theme,Desiderio della vita.,https://digitalzibaldone.net/theme/ind177
6514,ind178,theme,Desiderii soddisfatti.,https://digitalzibaldone.net/theme/ind178
6515,ind179,theme,Despotismo.,https://digitalzibaldone.net/theme/ind179
6516,ind180,theme,Dialetti.,https://digitalzibaldone.net/theme/ind180
6517,ind181,theme,Dialetti greci.,https://digitalzibaldone.net/theme/ind181
6518,ind182,theme,Dialetti latini.,https://digitalzibaldone.net/theme/ind182
6519,ind183,theme,Dialetti italiani ec.,https://digitalzibaldone.net/theme/ind183
6520,ind184,theme,"Difettose (persone) non sono chiamate per lo più, che col nome del loro difetto: e perchè.",https://digitalzibaldone.net/theme/ind184
6521,ind185,theme,"Difficoltà moderata nelle scritture, piacevole.",https://digitalzibaldone.net/theme/ind185
6522,ind186,theme,Diffidenza di se stesso.,https://digitalzibaldone.net/theme/ind186
6523,ind187,theme,Digamma eolico.,https://digitalzibaldone.net/theme/ind187
6524,ind188,theme,Diminutivi usati come positivi.,https://digitalzibaldone.net/theme/ind188
6525,ind189,theme,"Diritto delle genti, pubblico, universale ec.",https://digitalzibaldone.net/theme/ind189
6526,ind190,theme,Diritti dei principi al trono. Legittimità.,https://digitalzibaldone.net/theme/ind190
6527,ind191,theme,"Disinvoltura ec. nella società, impossibile a chi riflette.",https://digitalzibaldone.net/theme/ind191
6528,ind192,theme,Disperazione.,https://digitalzibaldone.net/theme/ind192
6529,ind192_1,theme," necessaria a goder della vita.",https://digitalzibaldone.net/theme/ind192_1
6530,ind192_2,theme,Disperazione vera non si dà in natura.,https://digitalzibaldone.net/theme/ind192_2
6531,ind192_3,theme,Disperazione tranquilla e benevolente.,https://digitalzibaldone.net/theme/ind192_3
6532,ind193,theme,Disposizioni naturali.,https://digitalzibaldone.net/theme/ind193
6533,ind194,theme,"Disprezzo verso altrui, negli uomini in genere, ne' letterati ec., ancorché giusto, suol esser segno di piccolo valore.",https://digitalzibaldone.net/theme/ind194
6534,ind195,theme,Dittonghi greci e latini.,https://digitalzibaldone.net/theme/ind195
6535,ind196,theme,"Diversità grande, anche fisica, che è da uomini a uomini.",https://digitalzibaldone.net/theme/ind196
6536,ind196_1,theme," di un uomo, massimamente sensibile, da se stesso, in diverse età e tempi.",https://digitalzibaldone.net/theme/ind196_1
6537,ind197,theme,"Divinità antiche. Gli antichi non abbassarono la divinità, ma innalzarono la umanità: perchè stimarono le cose umane assai più che il Cristianesimo non le stima: ec.",https://digitalzibaldone.net/theme/ind197
6538,ind198,theme,Dolore.,https://digitalzibaldone.net/theme/ind198
6539,ind198_1,theme,Dolore antico.,https://digitalzibaldone.net/theme/ind198_1
6540,ind198_2,theme,"Dolore naturale de' contadini, degli occupati ec.",https://digitalzibaldone.net/theme/ind198_2
